frame_id,video,quality_group,method,class_id,n_gt,raw_detected,raw_tp_count,raw_confidence,method_detected,method_tp_count,method_confidence,outcome
video4/v04_20-21_f00342_t11.40_severe_blur,video4,severe_blur,temporal_fixed,24,1,True,1,0.1897,False,0,,lost
video4/v04_20-21_f00342_t11.40_severe_blur,video4,severe_blur,temporal_fixed,56,3,False,0,,False,0,,still_missed
video4/v04_20-21_f00342_t11.40_severe_blur,video4,severe_blur,temporal_quality_weighted,0,3,True,2,0.6693,False,0,,lost
video4/v04_20-21_f00342_t11.40_severe_blur,video4,severe_blur,temporal_quality_weighted,24,1,True,1,0.1897,False,0,,lost
video4/v04_20-21_f00342_t11.40_severe_blur,video4,severe_blur,temporal_quality_weighted,56,3,False,0,,False,0,,still_missed
video4/v04_20-21_f00380_t12.67_moderate_blur,video4,moderate_blur,temporal_fixed,0,1,True,1,0.8038,True,1,0.665,confidence_degraded
video4/v04_20-21_f00380_t12.67_moderate_blur,video4,moderate_blur,temporal_fixed,24,1,False,0,,False,0,,still_missed
video4/v04_20-21_f00380_t12.67_moderate_blur,video4,moderate_blur,temporal_fixed,39,1,False,0,,False,0,,still_missed
video4/v04_20-21_f00380_t12.67_moderate_blur,video4,moderate_blur,temporal_quality_weighted,0,1,True,1,0.8038,True,1,0.651,confidence_degraded
video4/v04_20-21_f00380_t12.67_moderate_blur,video4,moderate_blur,temporal_quality_weighted,24,1,False,0,,False,0,,still_missed
video4/v04_20-21_f00380_t12.67_moderate_blur,video4,moderate_blur,temporal_quality_weighted,39,1,False,0,,False,0,,still_missed
video4/v04_20-21_f00418_t13.93_moderate_blur,video4,moderate_blur,temporal_fixed,0,1,True,1,0.9268,True,1,0.9359,no_change
video4/v04_20-21_f00418_t13.93_moderate_blur,video4,moderate_blur,temporal_fixed,24,1,False,0,,False,0,,still_missed
video4/v04_20-21_f00418_t13.93_moderate_blur,video4,moderate_blur,temporal_fixed,56,7,True,3,0.6313,True,2,0.3956,lost
video4/v04_20-21_f00418_t13.93_moderate_blur,video4,moderate_blur,temporal_quality_weighted,0,1,True,1,0.9268,True,1,0.9375,no_change
video4/v04_20-21_f00418_t13.93_moderate_blur,video4,moderate_blur,temporal_quality_weighted,24,1,False,0,,False,0,,still_missed
video4/v04_20-21_f00418_t13.93_moderate_blur,video4,moderate_blur,temporal_quality_weighted,56,7,True,3,0.6313,True,2,0.4111,lost
video5/v05_20-23_f00000_t00.00_clear,video5,clear,temporal_fixed,57,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00000_t00.00_clear,video5,clear,temporal_quality_weighted,57,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00022_t00.73_clear,video5,clear,temporal_fixed,56,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00022_t00.73_clear,video5,clear,temporal_fixed,57,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00022_t00.73_clear,video5,clear,temporal_quality_weighted,56,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00022_t00.73_clear,video5,clear,temporal_quality_weighted,57,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00068_t02.27_moderate_blur,video5,moderate_blur,temporal_fixed,57,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00068_t02.27_moderate_blur,video5,moderate_blur,temporal_quality_weighted,57,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00136_t04.53_moderate_blur,video5,moderate_blur,temporal_fixed,57,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00136_t04.53_moderate_blur,video5,moderate_blur,temporal_quality_weighted,57,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00181_t06.03_moderate_blur,video5,moderate_blur,temporal_fixed,56,2,True,1,0.4655,True,1,0.2307,confidence_degraded
video5/v05_20-23_f00181_t06.03_moderate_blur,video5,moderate_blur,temporal_quality_weighted,56,2,True,1,0.4655,True,1,0.2219,confidence_degraded
video5/v05_20-23_f00204_t06.80_clear,video5,clear,temporal_fixed,56,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00204_t06.80_clear,video5,clear,temporal_quality_weighted,56,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00250_t08.33_moderate_blur,video5,moderate_blur,temporal_fixed,56,2,False,0,,False,0,,still_missed
video5/v05_20-23_f00250_t08.33_moderate_blur,video5,moderate_blur,temporal_quality_weighted,56,2,False,0,,False,0,,still_missed
video5/v05_20-23_f00295_t09.83_clear,video5,clear,temporal_fixed,57,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00295_t09.83_clear,video5,clear,temporal_quality_weighted,57,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00318_t10.60_moderate_blur,video5,moderate_blur,temporal_fixed,56,3,True,2,0.4293,False,0,,lost
video5/v05_20-23_f00318_t10.60_moderate_blur,video5,moderate_blur,temporal_quality_weighted,56,3,True,2,0.4293,False,0,,lost
video5/v05_20-23_f00386_t12.87_severe_blur,video5,severe_blur,temporal_fixed,56,1,False,0,,False,0,,still_missed
video5/v05_20-23_f00386_t12.87_severe_blur,video5,severe_blur,temporal_quality_weighted,56,1,False,0,,False,0,,still_missed
video6/v06_20-24_f00000_t00.00_clear,video6,clear,temporal_fixed,0,2,True,1,0.8283,True,1,0.3619,confidence_degraded
video6/v06_20-24_f00000_t00.00_clear,video6,clear,temporal_fixed,57,1,False,0,,False,0,,still_missed
video6/v06_20-24_f00000_t00.00_clear,video6,clear,temporal_fixed,56,1,False,0,,False,0,,still_missed
video6/v06_20-24_f00000_t00.00_clear,video6,clear,temporal_quality_weighted,0,2,True,1,0.8283,True,1,0.2832,confidence_degraded
video6/v06_20-24_f00000_t00.00_clear,video6,clear,temporal_quality_weighted,57,1,False,0,,False,0,,still_missed
video6/v06_20-24_f00000_t00.00_clear,video6,clear,temporal_quality_weighted,56,1,False,0,,False,0,,still_missed
video6/v06_20-24_f00030_t01.00_clear,video6,clear,temporal_fixed,0,2,True,1,0.7771,False,0,,lost
video6/v06_20-24_f00030_t01.00_clear,video6,clear,temporal_quality_weighted,0,2,True,1,0.7771,False,0,,lost
video6/v06_20-24_f00123_t04.10_moderate_blur,video6,moderate_blur,temporal_fixed,0,2,True,2,0.7565,True,2,0.1924,confidence_degraded
video6/v06_20-24_f00123_t04.10_moderate_blur,video6,moderate_blur,temporal_quality_weighted,0,2,True,2,0.7565,True,1,0.3147,lost
video6/v06_20-24_f00154_t05.13_moderate_blur,video6,moderate_blur,temporal_fixed,0,4,True,3,0.3181,False,0,,lost
video6/v06_20-24_f00154_t05.13_moderate_blur,video6,moderate_blur,temporal_quality_weighted,0,4,True,3,0.3181,False,0,,lost
video6/v06_20-24_f00184_t06.13_severe_blur,video6,severe_blur,temporal_fixed,0,1,True,1,0.6011,False,0,,lost
video6/v06_20-24_f00184_t06.13_severe_blur,video6,severe_blur,temporal_quality_weighted,0,1,True,1,0.6011,False,0,,lost
video6/v06_20-24_f00215_t07.17_severe_blur,video6,severe_blur,temporal_fixed,0,5,True,1,0.4897,False,0,,lost
video6/v06_20-24_f00215_t07.17_severe_blur,video6,severe_blur,temporal_quality_weighted,0,5,True,1,0.4897,False,0,,lost
video6/v06_20-24_f00277_t09.23_moderate_blur,video6,moderate_blur,temporal_fixed,56,7,True,3,0.2738,False,0,,lost
video6/v06_20-24_f00277_t09.23_moderate_blur,video6,moderate_blur,temporal_quality_weighted,56,7,True,3,0.2738,False,0,,lost
video6/v06_20-24_f00431_t14.37_moderate_blur,video6,moderate_blur,temporal_fixed,56,1,False,0,,False,0,,still_missed
video6/v06_20-24_f00431_t14.37_moderate_blur,video6,moderate_blur,temporal_fixed,0,1,False,0,,False,0,,still_missed
video6/v06_20-24_f00431_t14.37_moderate_blur,video6,moderate_blur,temporal_quality_weighted,56,1,False,0,,False,0,,still_missed
video6/v06_20-24_f00431_t14.37_moderate_blur,video6,moderate_blur,temporal_quality_weighted,0,1,False,0,,False,0,,still_missed
video6/v06_20-24_f00493_t16.43_severe_blur,video6,severe_blur,temporal_fixed,56,2,False,0,,False,0,,still_missed
video6/v06_20-24_f00493_t16.43_severe_blur,video6,severe_blur,temporal_fixed,0,1,False,0,,False,0,,still_missed
video6/v06_20-24_f00493_t16.43_severe_blur,video6,severe_blur,temporal_quality_weighted,56,2,False,0,,False,0,,still_missed
video6/v06_20-24_f00493_t16.43_severe_blur,video6,severe_blur,temporal_quality_weighted,0,1,False,0,,False,0,,still_missed
video6/v06_20-24_f00616_t20.53_moderate_blur,video6,moderate_blur,temporal_fixed,0,2,False,0,,False,0,,still_missed
video6/v06_20-24_f00616_t20.53_moderate_blur,video6,moderate_blur,temporal_quality_weighted,0,2,False,0,,False,0,,still_missed
video6/v06_20-24_f00647_t21.57_clear,video6,clear,temporal_fixed,56,2,False,0,,False,0,,still_missed
video6/v06_20-24_f00647_t21.57_clear,video6,clear,temporal_quality_weighted,56,2,False,0,,False,0,,still_missed
video7/v07_20-25_f00000_t00.00_clear,video7,clear,temporal_fixed,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00000_t00.00_clear,video7,clear,temporal_quality_weighted,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00014_t00.47_moderate_blur,video7,moderate_blur,temporal_fixed,56,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00014_t00.47_moderate_blur,video7,moderate_blur,temporal_fixed,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00014_t00.47_moderate_blur,video7,moderate_blur,temporal_quality_weighted,56,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00014_t00.47_moderate_blur,video7,moderate_blur,temporal_quality_weighted,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00029_t00.97_clear,video7,clear,temporal_fixed,56,2,False,0,,False,0,,still_missed
video7/v07_20-25_f00029_t00.97_clear,video7,clear,temporal_fixed,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00029_t00.97_clear,video7,clear,temporal_quality_weighted,56,2,False,0,,False,0,,still_missed
video7/v07_20-25_f00029_t00.97_clear,video7,clear,temporal_quality_weighted,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00044_t01.47_clear,video7,clear,temporal_fixed,56,4,False,0,,False,0,,still_missed
video7/v07_20-25_f00044_t01.47_clear,video7,clear,temporal_fixed,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00044_t01.47_clear,video7,clear,temporal_quality_weighted,56,4,False,0,,False,0,,still_missed
video7/v07_20-25_f00044_t01.47_clear,video7,clear,temporal_quality_weighted,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00059_t01.97_clear,video7,clear,temporal_fixed,56,3,True,1,0.3537,False,0,,lost
video7/v07_20-25_f00059_t01.97_clear,video7,clear,temporal_fixed,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00059_t01.97_clear,video7,clear,temporal_quality_weighted,56,3,True,1,0.3537,False,0,,lost
video7/v07_20-25_f00059_t01.97_clear,video7,clear,temporal_quality_weighted,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00074_t02.47_moderate_blur,video7,moderate_blur,temporal_fixed,56,4,False,0,,False,0,,still_missed
video7/v07_20-25_f00074_t02.47_moderate_blur,video7,moderate_blur,temporal_fixed,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00074_t02.47_moderate_blur,video7,moderate_blur,temporal_quality_weighted,56,4,False,0,,False,0,,still_missed
video7/v07_20-25_f00074_t02.47_moderate_blur,video7,moderate_blur,temporal_quality_weighted,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00104_t03.47_severe_blur,video7,severe_blur,temporal_fixed,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00104_t03.47_severe_blur,video7,severe_blur,temporal_quality_weighted,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00119_t03.97_moderate_blur,video7,moderate_blur,temporal_fixed,56,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00119_t03.97_moderate_blur,video7,moderate_blur,temporal_fixed,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00119_t03.97_moderate_blur,video7,moderate_blur,temporal_quality_weighted,56,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00119_t03.97_moderate_blur,video7,moderate_blur,temporal_quality_weighted,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00149_t04.97_moderate_blur,video7,moderate_blur,temporal_fixed,56,3,False,0,,False,0,,still_missed
video7/v07_20-25_f00149_t04.97_moderate_blur,video7,moderate_blur,temporal_fixed,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00149_t04.97_moderate_blur,video7,moderate_blur,temporal_quality_weighted,56,3,False,0,,False,0,,still_missed
video7/v07_20-25_f00149_t04.97_moderate_blur,video7,moderate_blur,temporal_quality_weighted,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00178_t05.93_severe_blur,video7,severe_blur,temporal_fixed,56,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00178_t05.93_severe_blur,video7,severe_blur,temporal_fixed,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00178_t05.93_severe_blur,video7,severe_blur,temporal_quality_weighted,56,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00178_t05.93_severe_blur,video7,severe_blur,temporal_quality_weighted,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00223_t07.43_moderate_blur,video7,moderate_blur,temporal_fixed,56,3,False,0,,False,0,,still_missed
video7/v07_20-25_f00223_t07.43_moderate_blur,video7,moderate_blur,temporal_fixed,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00223_t07.43_moderate_blur,video7,moderate_blur,temporal_quality_weighted,56,3,False,0,,False,0,,still_missed
video7/v07_20-25_f00223_t07.43_moderate_blur,video7,moderate_blur,temporal_quality_weighted,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00268_t08.93_severe_blur,video7,severe_blur,temporal_fixed,56,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00268_t08.93_severe_blur,video7,severe_blur,temporal_fixed,60,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00268_t08.93_severe_blur,video7,severe_blur,temporal_quality_weighted,56,1,False,0,,False,0,,still_missed
video7/v07_20-25_f00268_t08.93_severe_blur,video7,severe_blur,temporal_quality_weighted,60,1,False,0,,False,0,,still_missed
